mrbts_id,ip,dn,linktype,linkspeed,moduleTemperature,TXSupplyVoltage,TXBiasCurrent,TXPower,RXOpticalPower,connectorType,serialNumber,vendorPartNumber,waveLength,transmissionRate,transmissionMode
914973,100.105.151.150,BBMOD_R-1/SFP_R-2 (RF1),RP3_01Link,Obsai6Gbps,32,3197,33,-3.143,-2.441,LC,MA18391101294,HGGENUINE_MTRS-6E21-01,1310,6200,
914973,100.105.151.150,RMOD_R-2/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,37,3312,33,-2.757,-4.425,LC,MA18391101450,HGGENUINE_MTRS-6E21-01,1310,6200,
914973,100.105.151.150,BBMOD_R-1/SFP_R-1 (RF3),RP3_01Link,Obsai6Gbps,31,3202,32,-2.168,-3.242,LC,MA18391101521,HGGENUINE_MTRS-6E21-01,1310,6200,
914973,100.105.151.150,RMOD_R-3/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,40,3312,33,-3.08,-6.517,LC,MA18391101464,HGGENUINE_MTRS-6E21-01,1310,6200,
914973,100.105.151.150,BBMOD_R-1/SFP_R-3 (RF2),RP3_01Link,Obsai6Gbps,32,3202,33,-3.028,-3.224,LC,MA18391100976,HGGENUINE_MTRS-6E21-01,1310,6200,
915197,100.105.151.159,RMOD_R-1/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,37,3316,33,-1.864,-3.99,LC,MA18411170813,HGGENUINE_MTRS-6E21-01,1310,6200,
915197,100.105.151.159,BBMOD_R-1/SFP_R-2 (RF2),RP3_01Link,Obsai6Gbps,31,3245,32,-2.48,-2.95,LC,MA18411170812,HGGENUINE_MTRS-6E21-01,1310,6200,
915197,100.105.151.159,RMOD_R-2/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,39,3316,33,-2.749,-3.054,LC,MA18411170817,HGGENUINE_MTRS-6E21-01,1310,6200,
915197,100.105.151.159,BBMOD_R-1/SFP_R-1 (RF1),RP3_01Link,Obsai6Gbps,31,3235,33,-3.206,-2.865,LC,MA18411170828,HGGENUINE_MTRS-6E21-01,1310,6200,
915197,100.105.151.159,RMOD_R-3/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,40,3321,34,-1.871,-1.512,LC,MA18411170825,HGGENUINE_MTRS-6E21-01,1310,6200,
915197,100.105.151.159,BBMOD_R-1/SFP_R-3 (RF3),RP3_01Link,Obsai6Gbps,32,3226,41,-2.941,-3.288,LC,MA18411170808,HGGENUINE_MTRS-6E21-01,1310,6200,
959503,10.150.243.80,RMOD_R-1/SFP_R-2 (OPT_IF1),RP3_01Link,Obsai6Gbps,42,3288,34,-2.434,-2.933,LC,MA18441451787,HGGENUINE_MTRS-6E21-01,1310,6200,
959503,10.150.243.80,BBMOD_R-1/SFP_R-2 (RF1),RP3_01Link,Obsai6Gbps,38,3211,33,-2.366,-4.437,LC,FR140307259,WTD_RTXM228-601,1310,6100,
959503,10.150.243.80,RMOD_R-2/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,47,3293,35,-3.307,-5.1,LC,MA18441460970,HGGENUINE_MTRS-6E21-01,1310,6200,
959503,10.150.243.80,BBMOD_R-1/SFP_R-3 (RF2),RP3_01Link,Obsai6Gbps,47,3216,49,-1.046,-3.872,LC,VF1407001ED,FINISARCORP._FTLF1326P3BTL-NN,1310,6300,SingleMode
959510,10.150.242.90,RMOD_R-1/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,40,3297,33,-3.188,-3.468,LC,MA18420231488,HGGENUINE_MTRS-6E21-01,1310,6200,
959510,10.150.242.90,BBMOD_R-1/SFP_R-2 (RF1),RP3_01Link,Obsai6Gbps,31,3235,33,-2.692,-2.48,LC,MA18420230561,HGGENUINE_MTRS-6E21-01,1310,6200,
959510,10.150.242.90,RMOD_R-2/SFP_R-1 (OPT_IF1),RP3_01Link,Obsai6Gbps,41,3288,39,-3.288,-2.798,LC,MA18420810036,HGGENUINE_MTRS-6E21-01,1310,6200,
959510,10.150.242.90,BBMOD_R-1/SFP_R-3 (RF2),RP3_01Link,Obsai6Gbps,31,3235,44,-3.84,-2.277,LC,MA18420232319,HGGENUINE_MTRS-6E21-01,1310,6200,
959514,10.150.242.116,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,29,3307,43,-2.248,-8.013,LC,MB19030100560,HGGENUINE_MTRS-1E21-04,1310,9900,
959514,10.150.242.116,BBMOD_R-1/SFP_R-3 (RF3),CPRILink,Cpri7,35,3207,45,-2.924,-10.223,LC,MB19030102599,HGGENUINE_MTRS-1E21-04,1310,9900,
959514,10.150.242.116,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,32,3302,44,-1.785,-3.635,LC,MB19030110696,HGGENUINE_MTRS-1E21-04,1310,9900,
959514,10.150.242.116,BBMOD_R-1/SFP_R-2 (RF2),CPRILink,Cpri7,37,3207,45,-3.17,-2.19,LC,MB19030111068,HGGENUINE_MTRS-1E21-04,1310,9900,
959514,10.150.242.116,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,30,3312,44,-2.628,-2.668,LC,MB19030111083,HGGENUINE_MTRS-1E21-04,1310,9900,
959514,10.150.242.116,BBMOD_R-1/SFP_R-1 (RF1),CPRILink,Cpri7,36,3202,44,-3.645,-2.684,LC,MB19030110400,HGGENUINE_MTRS-1E21-04,1310,9900,
959537,10.150.242.139,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,31,3287,41,-0.867,-1.681,LC,AC1844A1089,Hisense_LTF1303-AW1,1310,9800,
959537,10.150.242.139,BBMOD_R-1/SFP_R-2 (RF1),CPRILink,Cpri7,35,3187,40,-1.325,-1.701,LC,AC1844A1013,Hisense_LTF1303-AW1,1310,9800,
959537,10.150.242.139,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,26,3295,39,-2.218,-3.054,LC,AC1844A1230,Hisense_LTF1303-AW1,1310,9800,
959537,10.150.242.139,BBMOD_R-1/SFP_R-3 (RF3),CPRILink,Cpri7,37,3183,39,-1.599,-4.949,LC,AC1844A1127,Hisense_LTF1303-AW1,1310,9800,
959537,10.150.242.139,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,25,3300,38,-1.079,-1.713,LC,AC1844A1133,Hisense_LTF1303-AW1,1310,9800,
959537,10.150.242.139,BBMOD_R-1/SFP_R-1 (RF2),CPRILink,Cpri7,36,3176,40,-0.964,-1.135,LC,AC1844A1006,Hisense_LTF1303-AW1,1310,9800,
959546,10.150.242.155,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,23,3293,42,-1.463,-1.733,LC,MB18451431181,HGGENUINE_MTRS-1E21-04,1310,9900,
959546,10.150.242.155,BBMOD_R-1/SFP_R-2 (RF1),CPRILink,Cpri7,35,3197,44,-1.537,-2.373,LC,MB18451242157,HGGENUINE_MTRS-1E21-04,1310,9900,
959546,10.150.242.155,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,25,3302,44,-1.965,-1.355,LC,MB18451241858,HGGENUINE_MTRS-1E21-04,1310,9900,
959546,10.150.242.155,BBMOD_R-1/SFP_R-4 (RF3),CPRILink,Cpri7,34,3202,45,-1.643,-2.262,LC,MB18451431184,HGGENUINE_MTRS-1E21-04,1310,9900,
959546,10.150.242.155,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,25,3288,44,-1.593,-4.191,LC,MB18451242720,HGGENUINE_MTRS-1E21-04,1310,9900,
959546,10.150.242.155,BBMOD_R-1/SFP_R-3 (RF2),CPRILink,Cpri7,34,3197,44,-3.655,-2.774,LC,MB18451430395,HGGENUINE_MTRS-1E21-04,1310,9900,
959553,10.150.243.21,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,28,3303,39,-2.19,-1.524,LC,AC1838A4749,Hisense_LTF1303-AW1,1310,9800,
959553,10.150.243.21,BBMOD_R-1/SFP_R-1 (RF3),CPRILink,Cpri7,26,3196,41,-1.085,-2.782,LC,AC1838A2020,Hisense_LTF1303-AW1,1310,9800,
959553,10.150.243.21,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,31,3318,37,-1.186,-2,LC,AC1843A1056,Hisense_LTF1303-AW1,1310,9800,
959553,10.150.243.21,BBMOD_R-1/SFP_R-2 (RF2),CPRILink,Cpri7,36,3191,40,-1.778,-2.636,LC,AC1839A1927,Hisense_LTF1303-AW1,1310,9800,
959553,10.150.243.21,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,29,3312,39,-1.314,-1.805,LC,AC1839A0117,Hisense_LTF1303-AW1,1310,9800,
959553,10.150.243.21,BBMOD_R-1/SFP_R-3 (RF1),CPRILink,Cpri7,34,3210,40,-2.396,-1.487,LC,AC1838A3884,Hisense_LTF1303-AW1,1310,9800,
959555,10.150.243.91,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,28,3273,39,-1.175,-1.805,LC,AC1844A1275,Hisense_LTF1303-AW1,1310,9800,
959555,10.150.243.91,BBMOD_R-1/SFP_R-3 (RF3),CPRILink,Cpri7,39,3197,42,-1.101,-1.238,LC,AC1844A1071,Hisense_LTF1303-AW1,1310,9800,
959555,10.150.243.91,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,33,3299,40,-2.487,-1.959,LC,AC1844A1003,Hisense_LTF1303-AW1,1310,9800,
959555,10.150.243.91,BBMOD_R-1/SFP_R-2 (RF2),CPRILink,Cpri7,40,3203,41,-2.118,-4.881,LC,AC1844A1012,Hisense_LTF1303-AW1,1310,9800,
959555,10.150.243.91,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,30,3295,39,-1.898,-1.772,LC,AC1838A4659,Hisense_LTF1303-AW1,1310,9800,
959555,10.150.243.91,BBMOD_R-1/SFP_R-1 (RF1),CPRILink,Cpri7,39,3201,42,-1.58,-2.104,LC,AC1844A1228,Hisense_LTF1303-AW1,1310,9800,
959568,10.150.243.101,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,31,3297,44,-3.958,-1.238,LC,MB19030110620,HGGENUINE_MTRS-1E21-04,1310,9900,
959568,10.150.243.101,BBMOD_R-1/SFP_R-3 (RF3),CPRILink,Cpri7,35,3197,44,-2.899,-3.915,LC,MB19030110108,HGGENUINE_MTRS-1E21-04,1310,9900,
959568,10.150.243.101,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,27,3302,44,-2.874,-2.815,LC,MB19030110760,HGGENUINE_MTRS-1E21-04,1310,9900,
959568,10.150.243.101,BBMOD_R-1/SFP_R-2 (RF2),CPRILink,Cpri7,36,3192,43,-1.643,-3.401,LC,MB19030110740,HGGENUINE_MTRS-1E21-04,1310,9900,
959568,10.150.243.101,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,31,3331,45,-2.725,-2.976,LC,MB19030110403,HGGENUINE_MTRS-1E21-04,1310,9900,
959568,10.150.243.101,BBMOD_R-1/SFP_R-1 (RF1),CPRILink,Cpri7,35,3197,48,-3.757,-3.143,LC,MB19030110611,HGGENUINE_MTRS-1E21-04,1310,9900,
959580,10.150.243.38,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,30,3316,39,-1.469,-1.379,LC,AC1843A1280,Hisense_LTF1303-AW1,1310,9800,
959580,10.150.243.38,BBMOD_R-1/SFP_R-3 (RF1),CPRILink,Cpri7,36,3191,40,-1.457,-1.811,LC,AC1839A0370,Hisense_LTF1303-AW1,1310,9800,
959580,10.150.243.38,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,28,3286,40,-2.027,-9.788,LC,AC1843A1147,Hisense_LTF1303-AW1,1310,9800,
959580,10.150.243.38,BBMOD_R-1/SFP_R-2 (RF2),CPRILink,Cpri7,37,3177,39,-1.325,-9.706,LC,AC1839A0941,Hisense_LTF1303-AW1,1310,9800,
959580,10.150.243.38,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,26,3332,38,-3.605,-0.985,LC,AC1843A1350,Hisense_LTF1303-AW1,1310,9800,
959580,10.150.243.38,BBMOD_R-1/SFP_R-1 (RF3),CPRILink,Cpri7,37,3190,41,-1.18,-5.986,LC,AC1843A1142,Hisense_LTF1303-AW1,1310,9800,
959582,10.150.243.40,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,33,3340,47,-3.019,-3.915,LC,FR184519399,WTD_RTXM228-702,1310,10000,
959582,10.150.243.40,BBMOD_R-1/SFP_R-3 (RF3),CPRILink,Cpri7,34,3202,46,-2.62,-2.175,LC,FR184519401,WTD_RTXM228-702,1310,10000,
959582,10.150.243.40,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,26,3283,45,-2.716,-2.51,LC,FR184519402,WTD_RTXM228-702,1310,10000,
959582,10.150.243.40,BBMOD_R-1/SFP_R-2 (RF1),CPRILink,Cpri7,35,3185,46,-2.418,-3.045,LC,FR184519404,WTD_RTXM228-702,1310,10000,
959582,10.150.243.40,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,27,3319,42,-2.899,-2.055,LC,FR184519400,WTD_RTXM228-702,1310,10000,
959582,10.150.243.40,BBMOD_R-1/SFP_R-1 (RF2),CPRILink,Cpri7,34,3185,46,-2.612,-3.84,LC,FR184519403,WTD_RTXM228-702,1310,10000,
959587,10.150.243.114,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,25,3321,44,-1.624,-2.684,LC,MB18460342351,HGGENUINE_MTRS-1E21-04,1310,9900,
959587,10.150.243.114,BBMOD_R-1/SFP_R-3 (RF2),CPRILink,Cpri7,34,3216,45,-1.986,-1.778,LC,MB18460342150,HGGENUINE_MTRS-1E21-04,1310,9900,
959587,10.150.243.114,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,32,3297,44,-1.249,-3.487,LC,MB18460340883,HGGENUINE_MTRS-1E21-04,1310,9900,
959587,10.150.243.114,BBMOD_R-1/SFP_R-1 (RF1),CPRILink,Cpri7,33,3216,44,-1.391,-1.785,LC,MB18460342320,HGGENUINE_MTRS-1E21-04,1310,9900,
959587,10.150.243.114,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,26,3302,43,-1.63,-2.95,LC,MB18460342361,HGGENUINE_MTRS-1E21-04,1310,9900,
959587,10.150.243.114,BBMOD_R-1/SFP_R-2 (RF3),CPRILink,Cpri7,33,3212,44,-1.543,-1.791,LC,MB18460341717,HGGENUINE_MTRS-1E21-04,1310,9900,
959602,10.150.243.120,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,29,3297,44,-2.062,-3.363,LC,MB19030101376,HGGENUINE_MTRS-1E21-04,1310,9900,
959602,10.150.243.120,BBMOD_R-1/SFP_R-1 (RF3),CPRILink,Cpri7,34,3183,45,-2.277,-2.565,LC,MB19030101447,HGGENUINE_MTRS-1E21-04,1310,9900,
959602,10.150.243.120,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,31,3297,44,-3.757,-2.882,LC,MB19030100676,HGGENUINE_MTRS-1E21-04,1310,9900,
959602,10.150.243.120,BBMOD_R-1/SFP_R-3 (RF2),CPRILink,Cpri7,34,3188,45,-1.911,-2.941,LC,MB19030101409,HGGENUINE_MTRS-1E21-04,1310,9900,
959602,10.150.243.120,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,27,3297,43,-2.916,-3.872,LC,MB19030101309,HGGENUINE_MTRS-1E21-04,1310,9900,
959602,10.150.243.120,BBMOD_R-1/SFP_R-2 (RF1),CPRILink,Cpri7,34,3188,45,-3.468,-2.782,LC,MB19030101572,HGGENUINE_MTRS-1E21-04,1310,9900,
959608,10.150.243.125,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,32,3316,43,-1.681,-1.772,LC,MB18451240718,HGGENUINE_MTRS-1E21-04,1310,9900,
959608,10.150.243.125,BBMOD_R-1/SFP_R-3 (RF2),CPRILink,Cpri7,34,3202,45,-1.379,-1.494,LC,MB18451241332,HGGENUINE_MTRS-1E21-04,1310,9900,
959608,10.150.243.125,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,30,3312,44,-1.373,-2.269,LC,MB18451242666,HGGENUINE_MTRS-1E21-04,1310,9900,
959608,10.150.243.125,BBMOD_R-1/SFP_R-2 (RF1),CPRILink,Cpri7,34,3197,44,-1.439,-2.652,LC,MB18451241366,HGGENUINE_MTRS-1E21-04,1310,9900,
959608,10.150.243.125,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,31,3307,45,-1.791,-2.161,LC,MB18451240805,HGGENUINE_MTRS-1E21-04,1310,9900,
959608,10.150.243.125,BBMOD_R-1/SFP_R-1 (RF3),CPRILink,Cpri7,34,3212,44,-1.918,-1.549,LC,MB18451242057,HGGENUINE_MTRS-1E21-04,1310,9900,
959610,10.150.242.172,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,25,3302,43,-2.733,-5.031,LC,MB18451431052,HGGENUINE_MTRS-1E21-04,1310,9900,
959610,10.150.242.172,BBMOD_R-1/SFP_R-2 (RF1),CPRILink,Cpri7,33,3216,44,-2.373,-3.645,LC,MB18451431061,HGGENUINE_MTRS-1E21-04,1310,9900,
959610,10.150.242.172,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,33,3297,45,-2.628,-2.168,LC,MB18451430456,HGGENUINE_MTRS-1E21-04,1310,9900,
959610,10.150.242.172,BBMOD_R-1/SFP_R-1 (RF2),CPRILink,Cpri7,32,3216,43,-2.628,-2.161,LC,MB18451430859,HGGENUINE_MTRS-1E21-04,1310,9900,
959610,10.150.242.172,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,29,3316,43,-2.823,-2.396,LC,MB18451430446,HGGENUINE_MTRS-1E21-04,1310,9900,
959610,10.150.242.172,BBMOD_R-1/SFP_R-3 (RF3),CPRILink,Cpri7,32,3221,45,-2.832,-10.757,LC,MB18451432745,HGGENUINE_MTRS-1E21-04,1310,9900,
959614,10.150.243.126,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,35,3302,45,-1.09,-3.019,LC,MB18460341388,HGGENUINE_MTRS-1E21-04,1310,9900,
959614,10.150.243.126,BBMOD_R-1/SFP_R-3 (RF3),CPRILink,Cpri7,35,3207,45,-1.979,-2.907,LC,MB18460341416,HGGENUINE_MTRS-1E21-04,1310,9900,
959614,10.150.243.126,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,28,3312,43,-1.518,-1.931,LC,MB18460342368,HGGENUINE_MTRS-1E21-04,1310,9900,
959614,10.150.243.126,BBMOD_R-1/SFP_R-1 (RF2),CPRILink,Cpri7,35,3207,45,-0.98,-4.377,LC,MB18460341387,HGGENUINE_MTRS-1E21-04,1310,9900,
959614,10.150.243.126,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,27,3302,45,-2.132,-0.799,LC,MB18460340826,HGGENUINE_MTRS-1E21-04,1310,9900,
959614,10.150.243.126,BBMOD_R-1/SFP_R-2 (RF1),CPRILink,Cpri7,35,3212,46,-1.169,-3.036,LC,MB18460342776,HGGENUINE_MTRS-1E21-04,1310,9900,
975612,100.105.151.187,RMOD_R-1/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,27,3285,38,-1.891,-2.993,LC,AC1907A2361,Hisense_LTF1303-AW1,1310,9800,
975612,100.105.151.187,BBMOD_R-1/SFP_R-1 (RF2),CPRILink,Cpri7,29,3200,41,-3.251,-1.952,LC,AC1907A3089,Hisense_LTF1303-AW1,1310,9800,
975612,100.105.151.187,RMOD_R-2/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,29,3301,41,-2.757,-1.979,LC,AC1907A2716,Hisense_LTF1303-AW1,1310,9800,
975612,100.105.151.187,BBMOD_R-1/SFP_R-3 (RF1),CPRILink,Cpri7,29,3218,38,-2.366,-3.507,LC,AC1907A2694,Hisense_LTF1303-AW1,1310,9800,
975612,100.105.151.187,RMOD_R-3/SFP_R-1 (OPT_IF1),CPRILink,Cpri7,29,3278,40,-1.871,-1.739,LC,AC1907A2745,Hisense_LTF1303-AW1,1310,9800,
975612,100.105.151.187,BBMOD_R-1/SFP_R-2 (RF3),CPRILink,Cpri7,29,3209,40,-1.979,-2.168,LC,AC1907A3075,Hisense_LTF1303-AW1,1310,9800,
